id,activity,localName,description,area,location,openingHours,duration,googleMapsLink,suitableFor,tags,rating,image,tips,notes,priceRange
BAL041,Lepang 360 Swing,Ayunan Lepang,Extreme swing experience,Bali,"Klungkung, Bali",09:00-18:00 daily,1-2 hours,https://maps.google.com/?q=Lepang+360+Swing,"Thrill Seekers, Photographers",#swing #adventure #extreme #photography #adrenaline,4.6/5,images/BAL041.jpg,Advance booking needed,Height restrictions,IDR 250000 - 500000
LOM033,Kuta Lombok Night Market,Pasar Malam Kuta,Evening food and crafts,Lombok,"Kuta, Lombok",17:00-23:00 daily,2-3 hours,https://maps.google.com/?q=Kuta+Night+Market+Lombok,"Foodies, Shoppers",#market #food #night #shopping #local #street,4.4/5,images/LOM033.jpg,Evening atmosphere best,Local prices,IDR 20000 - 200000
JKT033,Jakarta Coffee Tour,Tur Kopi Jakarta,Artisanal coffee exploration,Jakarta,Various locations,09:00-15:00 daily,3-4 hours,https://maps.google.com/?q=Jakarta+Coffee+Tour,"Coffee Enthusiasts, Foodies",#coffee #culinary #modern #education #tasting #urban,4.7/5,,Multiple locations visited,Tastings included,IDR 350000 - 700000
SBY031,Surabaya Art Market,Pasar Seni Surabaya,Local art and craft market,Surabaya,East Surabaya,09:00-18:00 Sat-Sun,2-3 hours,https://maps.google.com/?q=Surabaya+Art+Market,"Art Lovers, Shoppers",#art #market #craft #local #creative #shopping,4.5/5,images/SBY031.jpg,Weekend only,Artist interactions,IDR 0 - 300000
YOG028,Ramayana Ballet,Sendratari Ramayana,Traditional dance performance,Yogyakarta,"Prambanan, Yogyakarta",19:30-21:30 Tue-Sat,2 hours,https://maps.google.com/?q=Ramayana+Ballet+Prambanan,"Culture Lovers, Performance Arts",#dance #cultural #performance #traditional #art,4.8/5,images/YOG028.jpg,Book front seats,Temple backdrop,IDR 125000 - 375000
BAL042,Sidemen Valley Trek,Trek Sidemen,Rice terrace hiking trail,Bali,"Sidemen, Bali",06:00-17:00 daily,4-5 hours,https://maps.google.com/?q=Sidemen+Valley,"Nature Lovers, Hikers",#hiking #nature #agriculture #rural #scenic #peaceful,4.7/5,images/BAL042.jpg,Morning trek cooler,Local guide available,IDR 200000 - 500000
BAL043,Bali Art Studio,Studio Seni Bali,Contemporary art workshops,Bali,"Canggu, Bali",10:00-18:00 daily,2-3 hours,https://maps.google.com/?q=Bali+Art+Studio,"Artists, Creative Travelers",#art #workshop #creative #modern #painting #culture,4.6/5,images/BAL043.jpg,Classes bookable online,Materials included,IDR 350000 - 750000
LOM034,Kuta Bike Park,Bike Park Lombok,Mountain biking trails,Lombok,"Kuta, Lombok",07:00-18:00 daily,2-4 hours,https://maps.google.com/?q=Kuta+Bike+Park,"Mountain Bikers, Adventure Seekers",#biking #sport #adventure #outdoor #active #nature,4.5/5,images/LOM034.jpg,Morning rides best,Equipment rental,IDR 200000 - 500000
LOM035,Tetebatu Rice Fields,Sawah Tetebatu,Traditional farming area,Lombok,"Tetebatu, Lombok",06:00-18:00 daily,3-4 hours,https://maps.google.com/?q=Tetebatu+Rice+Fields,"Photographers, Culture Lovers",#agriculture #rural #nature #cultural #photography,4.7/5,images/LOM035.jpg,Sunrise views special,Guide recommended,IDR 50000 - 150000
JKT034,Jakarta Urban Farming,Kebun Kota,City farming experience,Jakarta,East Jakarta,08:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Jakarta+Urban+Farming,"Eco-Enthusiasts, Education Seekers",#farming #urban #eco #education #sustainable #modern,4.4/5,images/JKT034.jpg,Workshop schedules vary,Produce available,IDR 75000 - 200000
JKT035,Fatahillah Night Tour,Tur Malam Fatahillah,Old town evening walk,Jakarta,North Jakarta,19:00-22:00 daily,3 hours,https://maps.google.com/?q=Fatahillah+Square,"History Buffs, Photographers",#historical #night #walking #cultural #photography,4.6/5,images/JKT035.jpg,Ghost stories included,Historical insights,IDR 200000 - 400000
SBY032,Surabaya Comedy Club,Klub Komedi,Stand-up comedy venue,Surabaya,Central Surabaya,19:30-22:30 Fri-Sat,3 hours,https://maps.google.com/?q=Surabaya+Comedy+Club,"Entertainment Seekers, Social Groups",#comedy #entertainment #nightlife #modern #social,4.5/5,images/SBY032.jpg,Weekend shows only,Food service available,IDR 100000 - 250000
SBY033,Mangrove Eco Park,Ekowisata Mangrove,Coastal conservation area,Surabaya,East Surabaya,08:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Mangrove+Eco+Park,"Nature Lovers, Eco-Tourists",#mangrove #nature #eco #conservation #education,4.4/5,images/SBY033.jpg,Morning bird watching,Boardwalk tours,IDR 25000 - 75000
YOG029,Kasongan Ceramic Village,Desa Keramik Kasongan,Pottery crafting center,Yogyakarta,"Bantul, Yogyakarta",08:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Kasongan+Village,"Art Lovers, Shoppers",#pottery #craft #art #cultural #shopping #traditional,4.6/5,images/YOG029.jpg,Workshop participation possible,Shipping available,IDR 0 - 500000
BAL044,Nusa Penida Snorkeling,Snorkeling Nusa Penida,Marine life exploration,Bali,"Nusa Penida, Bali",08:00-16:00 daily,6-7 hours,https://maps.google.com/?q=Nusa+Penida+Snorkeling,"Snorkelers, Marine Lovers",#snorkeling #marine #ocean #nature #fish #adventure,4.8/5,images/BAL044.jpg,Book early morning,Equipment included,IDR 600000 - 1200000
LOM036,Gili Trawangan Sunset Market,Pasar Sunset,Beachfront evening market,Lombok,Gili Trawangan,16:00-22:00 daily,2-3 hours,https://maps.google.com/?q=Gili+Trawangan+Market,"Food Lovers, Sunset Watchers",#market #sunset #food #beach #local #seafood,4.7/5,images/LOM036.jpg,Sunset timing best,Fresh seafood daily,IDR 50000 - 250000
JKT036,Jakarta Batik Workshop,Workshop Batik,Traditional fabric art class,Jakarta,Central Jakarta,10:00-16:00 Tue-Sun,3-4 hours,https://maps.google.com/?q=Jakarta+Batik+Workshop,"Art Enthusiasts, Culture Lovers",#batik #art #cultural #traditional #craft #workshop,4.6/5,images/JKT036.jpg,Take home creation,Materials provided,IDR 300000 - 600000
SBY034,Submarine Monument,Monumen Kapal Selam,Naval history museum,Surabaya,Central Surabaya,08:00-16:00 Tue-Sun,1-2 hours,https://maps.google.com/?q=Submarine+Monument,"History Buffs, Families",#museum #military #historical #education #maritime,4.5/5,images/SBY034.jpg,Morning visits less crowded,Guide available,IDR 10000 - 50000
YOG030,Malioboro Food Walk,Jalan-Jalan Malioboro,Guided street food tour,Yogyakarta,Central Yogyakarta,16:00-21:00 daily,3-4 hours,https://maps.google.com/?q=Malioboro+Street,"Foodies, Culture Enthusiasts",#food #culinary #street #local #traditional #walking,4.7/5,images/YOG030.jpg,Evening atmosphere best,Multiple tastings,IDR 250000 - 500000
BAL045,Canggu Digital Nomad Tour,Tur Digital Nomad,Coworking and cafe hopping,Bali,"Canggu, Bali",09:00-17:00 daily,4-5 hours,https://maps.google.com/?q=Canggu+Coworking,"Digital Nomads, Coffee Lovers",#modern #cafe #coworking #digital #lifestyle #coffee,4.6/5,images/BAL045.jpg,WiFi speeds tested,Cafe discounts included,IDR 300000 - 600000
BAL046,Ubud Herbal Walk,Jalan Herbal,Medicinal plant tour,Bali,"Ubud, Bali",08:00-12:00 daily,3-4 hours,https://maps.google.com/?q=Ubud+Herbal+Walk,"Wellness Seekers, Nature Lovers",#herbal #nature #wellness #education #traditional #healing,4.7/5,images/BAL046.jpg,Morning walk cooler,Tea tasting included,IDR 250000 - 500000
LOM037,Sekotong Pearl Farm,Budidaya Mutiara Sekotong,Pearl cultivation tour,Lombok,"Sekotong, Lombok",09:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Sekotong+Pearl+Farm,"Luxury Shoppers, Education Seekers",#pearl #luxury #marine #education #shopping #craft,4.5/5,images/LOM037.jpg,Demonstration included,Direct purchases possible,IDR 100000 - unlimited
LOM038,Merese Hill Sunset,Bukit Merese,Panoramic viewpoint,Lombok,"Kuta, Lombok",05:00-19:00 daily,1-2 hours,https://maps.google.com/?q=Merese+Hill,"Photographers, Nature Lovers",#sunset #viewpoint #photography #nature #scenic #hill,4.8/5,images/LOM038.jpg,Sunset timing crucial,Short hike required,IDR 10000 - 50000
JKT037,Jakarta Science Center,Pusat Sains,Interactive science museum,Jakarta,Central Jakarta,09:00-16:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=Jakarta+Science+Center,"Families, Students",#science #education #interactive #modern #family #museum,4.5/5,images/JKT037.jpg,Weekend workshops,Hands-on exhibits,IDR 40000 - 100000
JKT038,Menteng Food Court,Pujasera Menteng,Local food court experience,Jakarta,Central Jakarta,10:00-22:00 daily,1-2 hours,https://maps.google.com/?q=Menteng+Food+Court,"Foodies, Budget Travelers",#food #local #budget #culinary #authentic #dining,4.4/5,images/JKT038.jpg,Lunch crowds common,Local prices,IDR 25000 - 150000
SBY035,Surabaya Street Art Tour,Tur Seni Jalanan,Urban art exploration,Surabaya,Various locations,09:00-12:00 daily,3 hours,https://maps.google.com/?q=Surabaya+Street+Art,"Art Lovers, Photographers",#art #street #urban #modern #cultural #photography,4.6/5,images/SBY035.jpg,Morning light best,Artist meetings possible,IDR 200000 - 400000
SBY036,Kampung Lawas Maspati,Kampung Heritage,Historic neighborhood,Surabaya,Central Surabaya,08:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Kampung+Lawas+Maspati,"History Buffs, Culture Seekers",#historical #cultural #community #local #traditional,4.7/5,,Local guide included,Community-based tourism,IDR 50000 - 150000
YOG031,Dagadu T-Shirt Workshop,Workshop Dagadu,Local brand design class,Yogyakarta,Central Yogyakarta,10:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Dagadu+Workshop,"Creative Travelers, Shoppers",#creative #fashion #art #modern #local #workshop,4.5/5,images/YOG031.jpg,Design your own shirt,Materials included,IDR 200000 - 400000
BAL047,Munduk Adventure Park,Taman Petualangan,Forest canopy course,Bali,"Munduk, Bali",09:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Munduk+Adventure+Park,"Adventure Seekers, Families",#adventure #forest #active #family #fun #nature,4.7/5,images/BAL047.jpg,Morning sessions best,Age restrictions apply,IDR 350000 - 700000
LOM039,Kuta Clay Workshop,Workshop Keramik,Pottery making class,Lombok,"Kuta, Lombok",10:00-16:00 daily,2-3 hours,https://maps.google.com/?q=Kuta+Clay+Workshop,"Art Lovers, Creative Travelers",#pottery #art #craft #workshop #creative #cultural,4.6/5,images/LOM039.jpg,Take home creation,All materials provided,IDR 250000 - 500000
JKT039,Kuningan City Escape Room,Escape Room,Interactive puzzle games,Jakarta,South Jakarta,10:00-22:00 daily,1 hour,https://maps.google.com/?q=Kuningan+Escape+Room,"Puzzle Lovers, Friend Groups",#games #puzzle #entertainment #modern #indoor #group,4.7/5,images/JKT039.jpg,Advance booking needed,Multiple themes available,IDR 150000 - 300000
SBY037,Kenjeran Fishing Trip,Mancing Kenjeran,Traditional fishing experience,Surabaya,East Surabaya,05:00-10:00 daily,3-4 hours,https://maps.google.com/?q=Kenjeran+Fishing,"Fishing Enthusiasts, Early Risers",#fishing #traditional #morning #ocean #local #activity,4.4/5,images/SBY037.jpg,Early morning best,Equipment rental available,IDR 100000 - 300000
YOG032,Yogya Bicycle Food Tour,Tur Sepeda Kuliner,Food tasting by bicycle,Yogyakarta,Various locations,16:00-20:00 daily,3-4 hours,https://maps.google.com/?q=Yogya+Bicycle+Tour,"Foodies, Active Travelers",#food #cycling #culinary #local #active #tour,4.8/5,images/YOG032.jpg,Evening tour popular,Bicycle provided,IDR 300000 - 600000
BAL049,Jimbaran Fish Market,Pasar Ikan Jimbaran,Morning seafood market,Bali,"Jimbaran, Bali",03:00-09:00 daily,2-3 hours,https://maps.google.com/?q=Jimbaran+Fish+Market,"Foodies, Early Risers",#market #seafood #local #traditional #morning #food,4.5/5,,Early morning best,Restaurant cooking available,IDR 0 - unlimited
LOM040,Lombok Coffee Farm,Kebun Kopi,Mountain coffee plantation,Lombok,"Sembalun, Lombok",08:00-16:00 daily,3-4 hours,https://maps.google.com/?q=Lombok+Coffee+Farm,"Coffee Lovers, Nature Enthusiasts",#coffee #farm #nature #education #mountain #tasting,4.7/5,images/LOM040.jpg,Processing demonstration,Tastings included,IDR 150000 - 300000
LOM041,Gili Meno Bird Park,Taman Burung,Island bird sanctuary,Lombok,Gili Meno,09:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Gili+Meno+Bird+Park,"Nature Lovers, Families",#birds #nature #wildlife #island #family #education,4.6/5,images/LOM041.jpg,Morning bird activity,Photography allowed,IDR 100000 - 200000
JKT040,Jakarta Vintage Market,Pasar Vintage,Antique and retro shopping,Jakarta,South Jakarta,10:00-18:00 Sat-Sun,2-3 hours,https://maps.google.com/?q=Jakarta+Vintage+Market,"Collectors, Shoppers",#vintage #market #shopping #antique #retro #unique,4.5/5,images/JKT040.jpg,Weekend only,Bargaining expected,IDR 0 - unlimited
JKT041,Little Tokyo,Kawasan Jepang,Japanese cultural area,Jakarta,Central Jakarta,10:00-22:00 daily,2-3 hours,https://maps.google.com/?q=Little+Tokyo+Jakarta,"Food Lovers, Culture Seekers",#japanese #food #cultural #modern #shopping #urban,4.6/5,images/JKT041.jpg,Evening atmosphere best,Authentic restaurants,IDR 100000 - 500000
SBY038,Surabaya Dance Studio,Studio Tari,Traditional dance class,Surabaya,Central Surabaya,09:00-17:00 Mon-Sat,2 hours,https://maps.google.com/?q=Surabaya+Dance+Studio,"Culture Enthusiasts, Dance Lovers",#dance #cultural #traditional #art #performance #class,4.7/5,images/SBY038.jpg,Beginner classes available,Costume rental optional,IDR 150000 - 300000
SBY039,Mangrove Photography,Foto Mangrove,Guided photo tour,Surabaya,East Surabaya,06:00-09:00 daily,3 hours,https://maps.google.com/?q=Mangrove+Photography,"Photographers, Nature Lovers",#photography #nature #mangrove #morning #eco #workshop,4.5/5,images/SBY039.jpg,Morning light essential,Camera rental available,IDR 250000 - 500000
YOG033,Silver Workshop,Workshop Perak,Traditional silver crafting,Yogyakarta,"Kotagede, Yogyakarta",09:00-16:00 daily,3-4 hours,https://maps.google.com/?q=Kotagede+Silver+Workshop,"Art Lovers, Craft Enthusiasts",#silver #craft #traditional #art #jewelry #workshop,4.8/5,images/YOG033.jpg,Create own jewelry,Materials included,IDR 400000 - 800000
BAL050,Ubud Market Cooking,Masak Pasar Ubud,Market to table cooking,Bali,"Ubud, Bali",07:00-14:00 daily,5-6 hours,https://maps.google.com/?q=Ubud+Market+Cooking,"Foodies, Cooking Enthusiasts",#cooking #food #market #cultural #culinary #traditional,4.8/5,images/BAL050.jpg,Market tour included,Recipes provided,IDR 500000 - 900000
LOM042,Sea Salt Making,Pembuatan Garam,Traditional salt harvesting,Lombok,East Lombok,07:00-10:00 daily,2-3 hours,https://maps.google.com/?q=Lombok+Salt+Making,"Culture Seekers, Photographers",#salt #traditional #cultural #craft #education #local,4.5/5,images/LOM042.jpg,Morning process only,Take home salt,IDR 100000 - 200000
JKT042,Ceramic Studio,Studio Keramik,Modern pottery workshop,Jakarta,South Jakarta,10:00-18:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=Jakarta+Ceramic+Studio,"Art Lovers, Creative Travelers",#pottery #art #modern #craft #workshop #creative,4.6/5,images/JKT042.jpg,All levels welcome,Materials included,IDR 350000 - 700000
SBY040,Herbal Market Tour,Tur Pasar Jamu,Traditional medicine market,Surabaya,Central Surabaya,07:00-12:00 daily,2-3 hours,https://maps.google.com/?q=Surabaya+Herbal+Market,"Wellness Seekers, Culture Lovers",#herbal #traditional #market #wellness #cultural #local,4.4/5,images/SBY040.jpg,Morning visit recommended,Tasting included,IDR 150000 - 300000
YOG034,Merapi Jeep Sunset,Jeep Merapi Sore,Volcano jeep adventure,Yogyakarta,"Sleman, Yogyakarta",15:00-19:00 daily,4 hours,https://maps.google.com/?q=Merapi+Jeep+Adventure,"Adventure Seekers, Photographers",#jeep #volcano #sunset #adventure #nature #photography,4.7/5,images/YOG034.jpg,Sunset timing crucial,Warm clothes needed,IDR 400000 - 800000
PLB001,Ampera Bridge Tour,Jembatan Ampera,Iconic bridge light show,Palembang,Central Palembang,18:00-22:00 daily,1-2 hours,https://maps.google.com/?q=Ampera+Bridge,"Photographers, Sightseers",#bridge #landmark #photography #historical #night #icon,4.6/5,images/PLB001.jpg,Evening shows best,River cruise available,IDR 0 - 100000
PLB002,Pempek Cooking Class,Kelas Masak Pempek,Traditional fish cake making,Palembang,Various locations,09:00-13:00 daily,3-4 hours,https://maps.google.com/?q=Pempek+Cooking+Class,"Foodies, Cooking Enthusiasts",#cooking #food #traditional #culinary #local #authentic,4.8/5,images/PLB002.jpg,Recipes provided,Take home samples,IDR 300000 - 600000
PLB003,Kemaro Island Temple,Pulau Kemaro,Buddhist temple island,Palembang,Musi River,08:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Kemaro+Island,"Culture Lovers, History Buffs",#temple #island #buddhist #cultural #historical #river,4.5/5,images/PLB003.jpg,Boat ride included,Festival dates special,IDR 50000 - 150000
PLB004,Musi River Cruise,Wisata Sungai Musi,Traditional river life tour,Palembang,Musi River,09:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Musi+River+Cruise,"Culture Seekers, Photographers",#river #cruise #cultural #traditional #photography #boat,4.7/5,images/PLB004.jpg,Sunset cruise popular,Multiple stops possible,IDR 100000 - 300000
PLB005,Baba House Museum,Museum Baba Boentjit,Colonial Chinese heritage,Palembang,Central Palembang,09:00-16:00 Tue-Sun,1-2 hours,https://maps.google.com/?q=Baba+House+Museum,"History Buffs, Culture Lovers",#museum #chinese #colonial #historical #cultural #heritage,4.6/5,images/PLB005.jpg,Guided tours available,Photography allowed,IDR 25000 - 50000
PLB006,Al-Qur'an Al-Akbar,Alquran Raksasa,World's largest wooden Quran,Palembang,Gandus,08:00-17:00 daily,1-2 hours,https://maps.google.com/?q=Al+Quran+Al+Akbar,"Religious Tourists, Art Lovers",#religious #art #cultural #unique #spiritual #craft,4.7/5,images/PLB006.jpg,Guide recommended,Wood carving artistry,IDR 10000 - 50000
PLB007,Punti Kayu Forest,Taman Punti Kayu,Urban forest park,Palembang,North Palembang,07:00-18:00 daily,2-3 hours,https://maps.google.com/?q=Punti+Kayu+Forest,"Nature Lovers, Families",#nature #park #forest #family #recreation #outdoor,4.4/5,,Morning visits best,Monkey sightings common,IDR 15000 - 50000
PLB008,Jakabaring Sport City,JSC,Modern sports complex,Palembang,Jakabaring,06:00-21:00 daily,2-4 hours,https://maps.google.com/?q=Jakabaring+Sport+City,"Sports Enthusiasts, Families",#sports #modern #recreation #active #facilities #lake,4.5/5,images/PLB008.jpg,Multiple venues available,Sport activities bookable,IDR 10000 - 200000
PLB009,Traditional Market Tour,Pasar 16 Ilir,Historic trading center,Palembang,16 Ilir,06:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Pasar+16+Ilir,"Shopping Enthusiasts, Culture Seekers",#market #traditional #shopping #local #cultural #authentic,4.3/5,images/PLB009.jpg,Morning shopping best,Textile section popular,IDR 0 - unlimited
PLB010,Songket Workshop,Workshop Songket,Traditional textile weaving,Palembang,30 Ilir,09:00-16:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Songket+Workshop,"Art Lovers, Culture Enthusiasts",#songket #weaving #traditional #craft #cultural #textile,4.7/5,images/PLB010.jpg,Demonstration included,Purchase available,IDR 100000 - 500000
PLB011,OPI Water Fun,Waterboom OPI,Water park entertainment,Palembang,Jakabaring,09:00-18:00 daily,4-6 hours,https://maps.google.com/?q=OPI+Water+Fun,"Families, Water Lovers",#waterpark #family #fun #swimming #modern #entertainment,4.4/5,images/PLB011.jpg,Weekday less crowded,Locker rental available,IDR 80000 - 150000
PLB012,Sultan Mahmud Badaruddin II Museum,Museum SMB II,Royal heritage museum,Palembang,Central Palembang,08:00-16:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=Museum+Sultan+Mahmud+Badaruddin+II,"History Buffs, Culture Lovers",#museum #palace #historical #royal #cultural #heritage,4.6/5,images/PLB012.jpg,Guide recommended,Historical artifacts,IDR 5000 - 25000
PLB013,River Village Walk,Kampung Kapitan,Historic riverside settlement,Palembang,7 Ulu,08:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Kampung+Kapitan,"History Buffs, Photographers",#historical #village #river #cultural #photography #local,4.5/5,images/PLB013.jpg,Morning light best,Local guide valuable,IDR 50000 - 150000
PLB014,Palembang Icon Mall,Icon Mall,Modern shopping complex,Palembang,Central Palembang,10:00-22:00 daily,3-4 hours,https://maps.google.com/?q=Palembang+Icon+Mall,"Shoppers, Entertainment Seekers",#shopping #modern #mall #entertainment #dining #retail,4.4/5,images/PLB014.jpg,Evening crowds common,Food court popular,IDR 50000 - unlimited
PLB015,Kuto Besak Fort,Benteng Kuto Besak,Historic fortress,Palembang,Central Palembang,08:00-18:00 daily,1-2 hours,https://maps.google.com/?q=Benteng+Kuto+Besak,"History Buffs, Photographers",#fortress #historical #cultural #river #architecture,4.5/5,images/PLB015.jpg,Sunset photos popular,River views available,IDR 5000 - 25000
PLB016,Musi River Night Cruise,Musi Malam Hari,Evening river experience,Palembang,Musi River,18:00-21:00 daily,2-3 hours,https://maps.google.com/?q=Musi+River+Night+Cruise,"Couples, Photographers",#river #night #cruise #romantic #city #lights,4.7/5,images/PLB016.jpg,Dinner options available,Bridge light show included,IDR 200000 - 500000
PLB017,Riverside Food Walk,Kuliner Tepian Sungai,Traditional river food stalls,Palembang,Musi Riverside,16:00-22:00 daily,2-3 hours,https://maps.google.com/?q=Riverside+Food+Palembang,"Foodies, Culture Lovers",#food #local #river #traditional #culinary #authentic,4.6/5,images/PLB017.jpg,Evening atmosphere best,Fresh seafood options,IDR 50000 - 200000
PLB018,Lebak Swamp Tour,Wisata Lebak Lebung,Traditional fishing culture,Palembang,Ogan Area,07:00-12:00 daily,4-5 hours,https://maps.google.com/?q=Lebak+Swamp+Tour,"Nature Lovers, Culture Seekers",#fishing #traditional #nature #cultural #local #authentic,4.5/5,,Morning tours only,Traditional boat ride,IDR 250000 - 500000
PLB019,Textile Museum Tour,Museum Tekstil Songket,Traditional fabric museum,Palembang,30 Ilir,09:00-16:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=Textile+Museum+Palembang,"Culture Enthusiasts, Art Lovers",#textile #museum #songket #cultural #traditional #craft,4.6/5,images/PLB019.jpg,Weaving demonstrations,Shop available,IDR 10000 - 50000
PLB020,Cinde Market Shopping,Pasar Cinde,Historic market building,Palembang,Central Palembang,06:00-18:00 daily,2-3 hours,https://maps.google.com/?q=Pasar+Cinde,"Shoppers, History Buffs",#market #shopping #historical #local #traditional #architecture,4.4/5,images/PLB020.jpg,Morning shopping best,Local products focus,IDR 0 - unlimited
PLB021,Palembang Bird Park,Taman Burung,Aviary and conservation,Palembang,Gandus,08:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Palembang+Bird+Park,"Families, Nature Lovers",#birds #nature #family #education #wildlife #conservation,4.5/5,,Morning bird activity,Photography allowed,IDR 35000 - 75000
PLB022,Chinese Temple Trail,Rute Kelenteng,Historical temple walk,Palembang,Various locations,08:00-17:00 daily,3-4 hours,https://maps.google.com/?q=Palembang+Chinese+Temples,"Culture Seekers, History Buffs",#temple #chinese #historical #cultural #spiritual #walking,4.6/5,images/PLB022.jpg,Multiple temples included,Guide recommended,IDR 200000 - 400000
PLB023,Coffee Culture Tour,Tur Kopi Palembang,Local coffee exploration,Palembang,Various locations,09:00-15:00 daily,3-4 hours,https://maps.google.com/?q=Palembang+Coffee+Tour,"Coffee Enthusiasts, Foodies",#coffee #culinary #local #traditional #cultural #tasting,4.7/5,images/PLB023.jpg,Multiple cafe visits,Tastings included,IDR 250000 - 500000
PLB024,AOS Lake Recreation,Danau AOS,Lakeside activities,Palembang,Gandus,07:00-18:00 daily,2-4 hours,https://maps.google.com/?q=AOS+Lake+Palembang,"Families, Nature Lovers",#lake #recreation #nature #family #outdoor #activities,4.4/5,images/PLB024.jpg,Morning activities best,Water sports available,IDR 20000 - 100000
PLB025,Traditional Boat Making,Pembuatan Perahu,Wooden boat craft demo,Palembang,Musi Riverside,08:00-15:00 Mon-Sat,2-3 hours,https://maps.google.com/?q=Traditional+Boat+Making,"Culture Enthusiasts, Craft Lovers",#boat #craft #traditional #cultural #woodwork #river,4.5/5,images/PLB025.jpg,Advance booking needed,Photography allowed,IDR 150000 - 300000
PLB026,Empek-empek Food Tour,Tur Kuliner Pempek,Famous local food tour,Palembang,Various locations,10:00-16:00 daily,3-4 hours,https://maps.google.com/?q=Pempek+Food+Tour,"Foodies, Culture Lovers",#food #local #culinary #traditional #authentic #tour,4.8/5,images/PLB026.jpg,Multiple tastings included,Best locations visited,IDR 300000 - 600000
PLB027,Rubber Village Visit,Desa Karet,Traditional rubber tapping,Palembang,Outskirts,07:00-11:00 daily,3-4 hours,https://maps.google.com/?q=Rubber+Village+Palembang,"Culture Seekers, Education Enthusiasts",#rubber #village #traditional #agricultural #cultural #local,4.5/5,images/PLB027.jpg,Morning activity only,Transport included,IDR 200000 - 400000
PLB028,Palembang Art Gallery,Galeri Seni,Contemporary local art,Palembang,Central Palembang,10:00-18:00 Tue-Sun,1-2 hours,https://maps.google.com/?q=Palembang+Art+Gallery,"Art Lovers, Culture Seekers",#art #gallery #modern #cultural #creative #exhibition,4.4/5,images/PLB028.jpg,Artist talks available,Regular exhibitions,IDR 25000 - 50000
PLB029,Musi Golf Course,Lapangan Golf Musi,Riverside golf course,Palembang,Jakabaring,06:00-18:00 daily,4-5 hours,https://maps.google.com/?q=Musi+Golf+Course,"Golf Enthusiasts, Sport Lovers",#golf #sport #recreation #modern #outdoor #riverside,4.6/5,images/PLB029.jpg,Morning tee times best,Equipment rental available,IDR 400000 - 1200000
PLB030,Batik Workshop,Workshop Batik,Local batik making class,Palembang,30 Ilir,10:00-15:00 Mon-Sat,3-4 hours,https://maps.google.com/?q=Palembang+Batik+Workshop,"Art Enthusiasts, Culture Lovers",#batik #art #craft #traditional #cultural #workshop,4.7/5,images/PLB030.jpg,Take home creation,Materials included,IDR 350000 - 700000
PLB031,Gandus Pottery Village,Desa Gerabah Gandus,Traditional pottery making,Palembang,Gandus,08:00-17:00 daily,2-3 hours,https://maps.google.com/?q=Gandus+Pottery+Village,"Craft Lovers, Culture Seekers",#pottery #craft #traditional #cultural #village #local,4.5/5,images/PLB031.jpg,Morning workshops available,Take home creations,IDR 100000 - 300000
PLB032,Jakabaring Wetland,Rawa Jakabaring,Urban wetland exploration,Palembang,Jakabaring,07:00-18:00 daily,2-3 hours,https://maps.google.com/?q=Jakabaring+Wetland,"Nature Lovers, Bird Watchers",#nature #wetland #birds #eco #photography #outdoor,4.4/5,images/PLB032.jpg,Morning bird watching,Guide available,IDR 25000 - 100000
PLB033,Kambang Iwak Park,Taman Kambang Iwak,Historic city park,Palembang,Central Palembang,06:00-21:00 daily,1-2 hours,https://maps.google.com/?q=Kambang+Iwak+Park,"Families, Locals",#park #recreation #historical #urban #relaxation #outdoor,4.6/5,images/PLB033.jpg,Evening atmosphere best,Food vendors available,IDR 0 - 50000
PLB034,Traditional House Tour,Rumah Limas,Historic Palembang houses,Palembang,Various locations,09:00-16:00 daily,3-4 hours,https://maps.google.com/?q=Rumah+Limas+Tour,"History Buffs, Architecture Lovers",#architecture #historical #cultural #traditional #house #tour,4.7/5,images/PLB034.jpg,Multiple houses visited,Photography allowed,IDR 200000 - 400000
PLB035,Sriwijaya Kingdom Museum,Museum Sriwijaya,Ancient kingdom artifacts,Palembang,Central Palembang,08:00-16:00 Tue-Sun,2-3 hours,https://maps.google.com/?q=Sriwijaya+Museum,"History Enthusiasts, Culture Lovers",#museum #historical #cultural #ancient #education #artifacts,4.6/5,images/PLB035.jpg,Guide recommended,Educational displays,IDR 10000 - 50000
